"Link","Sigma","Rho","n","Successful_Reps","MLE","SRRE_k1","SKLE_k1","SRRE_k2","SKLE_k2","SRRE_k3","SKLE_k3","SRRE_k4","SKLE_k4","MLE_Med","SRRE_k1_Med","SKLE_k1_Med","SRRE_k2_Med","SKLE_k2_Med","SRRE_k3_Med","SKLE_k3_Med","SRRE_k4_Med","SKLE_k4_Med","Clamp_Rate","Conv_Rate","Mean_k1","Mean_k2","Mean_k3","Mean_k4","K4_Binds","Prov_Hold_k1","Prov_Hold_k2","Eq32_Hold_k1","Eq32_Hold_k2","Eq32_Val_k1","Eq32_Val_k2","Eq32T_Hold_k1","Eq32T_Hold_k2","Eq32T_Val_k1","Eq32T_Val_k2","SignFlip_k1","SignFlip_k2","SignFlip_k3","SignFlip_k4"
"logit",0.5,0.8,25,1000,2.12887297106866,0.205407159478942,0.935417667835633,0.487093275551194,0.456642021038355,1.88396530141924,1.6650145583225,0.707215654383654,0.331194902205007,1.74579449812088,0.125287494076472,0.622433037345978,0.401330404836556,0.271345020990715,1.55156592667582,1.37932409506215,0.611677888505803,0.264185857001599,0,1,13.5558342153945,3.05167030368621,0.121209566075814,1.68418500876794,0.857,0.012,0.143,0,0,66.11393445605,43.2181393665613,0,0,12.6933365367209,8.39763524113949,0.145666666666667,0.0608333333333333,0.2025,0.0409166666666667
"logit",0.5,0.8,50,1000,0.649506314449991,0.0844417784420111,0.198172780304021,0.27909900414359,0.105556327439996,0.614893443754957,0.581573326120447,0.280284355247394,0.105060909841451,0.566356422888382,0.0534526314085767,0.153071061181294,0.240420238443563,0.0803591042988539,0.535722025498963,0.50757452703281,0.24213676203856,0.0801882153055361,0,1,31.6735547218414,4.79341987719362,0.20895779942538,4.68524597442017,0.065,0.031,0.935,0,0,101.046765356325,25.0837013278821,0,0,24.4941257980775,13.0957456209033,0.0250833333333333,0.00433333333333333,0.0905,0.00433333333333333
"logit",0.5,0.8,100,1000,0.264644109423756,0.0448384819655968,0.0780483730040288,0.154762865729935,0.0807781282400795,0.257731093902072,0.250926539653117,0.154765594832177,0.0807783099794881,0.239919118740498,0.0323790835205643,0.0571101321241771,0.137216180089698,0.0667122618188485,0.233872834023248,0.227939561980568,0.137216180089698,0.0667122618188485,0,1,64.7200009321297,7.1504995829897,0.26387497147759,7.14683592432782,0.002,0.098,0.998,0,0,134.117385969672,25.8935706870691,0,0,63.0827042141881,20.1008789107986,0.00291666666666667,0.00175,0.0241666666666667,0.00175
"logit",0.5,0.8,200,1000,0.121747537293546,0.0254484274934192,0.0495287286768506,0.0842730456933945,0.0549319448236595,0.120141758717664,0.118547728001426,0.0842730456933945,0.0549319448236595,0.110307873285302,0.0187737151186752,0.0315118285024537,0.0752444100557858,0.0469436054155941,0.108821967827793,0.107452048344913,0.0752444100557858,0.0469436054155941,0,1,135.071826000292,10.2338017366663,0.296701672223949,10.2338017366663,0,0.196,1,0,0,209.047785510356,32.596819414107,0,0,148.36256360551,28.651003466229,0.00141666666666667,8.33333333333333e-05,0.00225,8.33333333333333e-05
"logit",0.5,0.9,25,1000,4.98622319019756,0.413429094490448,2.19483778126855,0.798981128025868,1.31438355671358,4.31910290364728,3.73453150395629,1.62666806992433,0.748314033089046,4.15469405767278,0.235831971591197,1.52638261689881,0.657321322463323,0.786253010628681,3.51060750376598,3.03980231455441,1.41625061394338,0.600560735917881,0,1,6.26947507866984,1.99545046474045,0.0678231335348308,0.745180460872287,0.977,0.003,0.023,0,0,189.865192675316,64.7220111104326,0,0,11.5268351392269,6.6337733500137,0.231166666666667,0.152583333333333,0.28475,0.112166666666667
"logit",0.5,0.9,50,1000,1.50610214987127,0.159738908606224,0.435853128798478,0.471444917427671,0.149702281032584,1.38637555644931,1.27349482029487,0.499938211513119,0.140205681921524,1.3438168981853,0.0952431861379466,0.34159866361227,0.395953546540641,0.11612351582816,1.22668790557645,1.10799256298389,0.430376263301533,0.109826925633232,0,1,15.4498623158785,3.20364710338195,0.144075065958924,2.78438714076921,0.392,0.023,0.608,0,0,79.9165626514247,30.7540666897725,0,0,11.1539132108693,8.08904520229648,0.0708333333333333,0.01,0.178416666666667,0.00808333333333333
"logit",0.5,0.9,100,1000,0.619492648023828,0.0750911558835576,0.142914842143389,0.285793287180058,0.10093672235057,0.590040931408892,0.561435516741124,0.285947268566393,0.100895464840362,0.565776841589846,0.0482116670977614,0.117769871206187,0.252920848909546,0.0758852974676498,0.534898157219712,0.508798002805323,0.252920848909546,0.0758852974676498,0,1,30.8661049983959,4.68842017476013,0.211664281080871,4.66514404160286,0.022,0.07,0.978,0,0,97.8736986179279,23.3531156940766,0,0,28.713994086169,12.8339682672597,0.012,0.00391666666666667,0.0888333333333333,0.00391666666666667
"logit",0.5,0.9,200,1000,0.282194161357248,0.0389748636515543,0.0559026244522902,0.16438639942868,0.0826513388818148,0.274719740643539,0.267355091273796,0.16438639942868,0.0826513388818148,0.264557983261934,0.0250794196966977,0.0451023598411625,0.149643073667831,0.0672430565869232,0.257783956219618,0.250262669080978,0.149643073667831,0.0672430565869232,0,1,59.8144205451184,6.74631190802992,0.259935413881654,6.74631190802992,0,0.173,1,0,0,142.222823174153,25.0160819846166,0,0,67.706623668102,19.0970632006792,0.00108333333333333,0.0015,0.0263333333333333,0.0015
"logit",0.5,0.95,25,1000,10.9797618451662,0.800711742295014,5.10574791336657,1.16015835320849,3.88951946228415,9.37038656948245,7.98486827955102,3.49604739060773,1.65432273132042,8.81713458835256,0.460327687129906,3.56036968278701,0.942596904624596,2.40694017165407,7.41433327473672,6.23465442362489,3.05350415792353,1.33644779414785,0,1,3.1038594983248,1.36707706395921,0.0370959681446376,0.344482020842696,0.996,0.002,0.004,0,0,91.4661919423796,69.5598594315664,0,0,3.1350941627962,3.69032377678597,0.299416666666667,0.255333333333333,0.343833333333333,0.2005
"logit",0.5,0.95,50,1000,3.40959104264869,0.336231374228256,1.01805437124669,0.787529184826813,0.358565684691677,3.08546968487261,2.78382099329295,0.961158933426536,0.257765139642515,3.03970195230613,0.203243228422376,0.795635277262313,0.646246051571777,0.253869278185109,2.71534957271199,2.39762846258627,0.831684137209166,0.205612148145529,0,1,6.91180714827842,2.08399904755757,0.0856705362416532,1.48597333735668,0.711,0.024,0.289,0,0,79.0217335254266,45.931578469783,0,0,5.41714695580345,4.69903330798692,0.146416666666667,0.0398333333333333,0.261666666666667,0.0245833333333333
"logit",0.5,0.95,100,1000,1.33651990951997,0.152105265818451,0.304305796299293,0.487508749898057,0.119314707502027,1.24701437148095,1.16123113108386,0.490794771944103,0.116836230361427,1.19931516633333,0.0896542256718219,0.250351392272176,0.40815605658283,0.0759380770760799,1.10940338164524,1.02583250805689,0.410610853076243,0.0727110768080281,0,1,14.8663898596559,3.15692850249909,0.151628116678721,3.04068001890816,0.098,0.067,0.902,0,0,85.7946957591219,25.608547691243,0,0,12.52034847247,8.54438695615088,0.042,0.008,0.168666666666667,0.00783333333333333
"logit",0.5,0.95,200,1000,0.615104270868769,0.0759011946912055,0.118392449066929,0.292901345003372,0.102569921862862,0.587757531661913,0.561093744044701,0.292929736260322,0.102551399231045,0.571908449920943,0.0463023404363167,0.096314707032698,0.258015467289657,0.0740108206111488,0.54461734317716,0.51814588095722,0.258015467289657,0.0740108206111488,0,1,29.3540436925937,4.56899299809483,0.212238188861283,4.56531152471675,0.003,0.143,0.997,0,0,110.911930232475,22.4341839459902,0,0,30.4171192924094,12.6913321908099,0.00575,0.00433333333333333,0.0945,0.00433333333333333
"logit",0.5,0.99,25,1000,56.0248063440476,3.60286000625573,27.2598610007342,1.90542098758029,32.5219890564389,47.4906510340065,40.2089516518142,18.220181032443,8.40780806706788,45.9031721648321,2.08616496893602,18.860754054057,1.40001653270838,23.3386320770622,38.693134955681,31.6834681651968,15.9757262076697,6.59648318973497,0,1,0.70551878263296,0.660884454910584,0.0080017222320359,0.0655321508904774,1,0.002,0,0,0,97.8903203200571,NA,0.002,0,0.63120009152542,NA,0.41,0.419833333333333,0.426166666666667,0.353083333333333
"logit",0.5,0.99,50,1000,17.0906061425048,1.43913563761169,5.68320380135852,1.52755252573052,4.62891705225481,15.0737517774531,13.238950779452,4.5617515784139,1.24097102059105,15.2981081315104,0.866114600750533,4.53180841132567,1.29319343981224,3.34393120249448,13.264775288738,11.6565184859627,4.0775086792852,1.00982108280461,0,1,1.54514030889201,0.947059498823873,0.0225348555472528,0.29925450604962,1,0.013,0,0,0,96.6160574966093,NA,0.004,0,1.15335062901711,NA,0.317166666666667,0.29625,0.378666666666667,0.165666666666667
"logit",0.5,0.99,100,1000,6.96622593872143,0.678951837044389,1.77662607299032,1.20853135498174,0.625887961088864,6.27795426218181,5.63545142619001,1.59711141277164,0.280869758914809,6.20493833363128,0.411619584852458,1.49835025550242,0.985786567230299,0.444145411466099,5.50021970702046,4.87664404135142,1.41999939324552,0.220961820172855,0,1,3.2305080649104,1.35040428745713,0.0487437067347567,0.897469448585256,0.842,0.031,0.158,0,0,89.387503605757,73.973535567861,0,0,2.57260392551283,2.79931885480406,0.20925,0.08775,0.327166666666667,0.0300833333333333
"logit",0.5,0.99,200,1000,3.10951435249749,0.312853972081645,0.721598527795192,0.784361523941607,0.128570169970184,2.84014134363708,2.58486969719124,0.807586838519299,0.0992095068854861,2.9019119958221,0.19563766128454,0.599352274046626,0.678385630044479,0.0796255905658946,2.62913812696748,2.36657608560018,0.685955522019594,0.0690790344686716,0,1,6.7101710896957,2.04147931927636,0.0890669353950108,1.83768863604006,0.241,0.08,0.759,0,0,110.179291268431,38.9368976008194,0,0,6.27859023687754,5.0127858129754,0.11125,0.00808333333333333,0.2615,0.00466666666666667
"logit",1,0.8,25,1000,4.13923779995377,0.382153468189366,1.7656461565777,0.99420828561962,0.852343155153355,3.61423731212051,3.15211227454101,1.39224547115314,0.648069284259493,3.40059468595481,0.229870177484236,1.28591810424967,0.828293392830063,0.569957952951207,2.9478479246484,2.56077995409639,1.20874267288121,0.53552691477397,0,1,14.9038370472341,3.0599772084049,0.154778549934771,1.79189925544161,0.829,0.007,0.171,0,0,148.056594665096,40.7168370692753,0,0,6.92805510906732,4.39379585356306,0.21825,0.110416666666667,0.265916666666667,0.0936666666666667
"logit",1,0.8,50,1000,1.18575665444808,0.136819952225352,0.359117683233206,0.52100114005641,0.202421543950225,1.10134419242045,1.02118364754458,0.524190397209329,0.201547157630201,1.06474273746638,0.0925040399317425,0.286208420020493,0.449591618855921,0.158134147145777,0.979643725018942,0.905309528996409,0.452998473498903,0.156778099868334,0,1,36.0851673868272,5.02293577173433,0.323045787056317,4.90397394136004,0.083,0.02,0.917,0,0,73.5820903671146,17.5452889790161,0,0,14.0583947475005,6.85012297663132,0.0673333333333333,0.0170833333333333,0.15475,0.0169166666666667
"logit",1,0.8,100,1000,0.509109523185857,0.0745235927275501,0.129276273455835,0.301760793896689,0.159117546634096,0.488685887620618,0.468759356439839,0.301760793896689,0.159117546634096,0.46509963779281,0.0512121462335387,0.102440307675963,0.262804987039336,0.131686137916477,0.445331524214233,0.425523431371392,0.262804987039336,0.131686137916477,0,1,70.3517585358377,7.23795228710423,0.448467869313427,7.23795228710423,0,0.09,1,0,0,117.875883385421,16.021180429551,0,0,36.5034215184204,10.1526998452347,0.0125,0.0101666666666667,0.0694166666666667,0.0101666666666667
